_id,locationId,locationName,locationType,address,city,postal_code,addressInfo,dates,hours,info,phone,phoneExt,phoneAlt,phoneAltExt,website,Data_Source,OBJECTID,Date_Added,wardName,geometry
192,441,Shoppers Drug Mart 836,Pharmacy Immunization Site,523 St. Clair Ave. West,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-538-1155,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,206,2021-03-18,Toronto-St. Paul's,"{'type': 'MultiPoint', 'coordinates': [[-79.419223892, 43.682747376]]}"
193,442,Shoppers Drug Mart 865,Pharmacy Immunization Site,125 The Queensway,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-766-6196,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,207,2021-03-18,Etobicoke-Lakeshore,"{'type': 'MultiPoint', 'coordinates': [[-79.481550674, 43.630166261]]}"
194,443,Shoppers Drug Mart 500,Pharmacy Immunization Site,1630 Danforth Ave,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-461-2453,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,208,2021-03-18,Beaches-East York,"{'type': 'MultiPoint', 'coordinates': [[-79.322265387, 43.68395699]]}"
195,444,Shoppers Drug Mart 803,Pharmacy Immunization Site,1500 AVENUE RD,None,None,None,None,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-781-6146,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,209,2021-03-18,Eglinton-Lawrence,"{'type': 'MultiPoint', 'coordinates': [[-79.416299533, 43.722676877]]}"
196,445,SHIH PHARMACY,Pharmacy Immunization Site,2700 KIPLING AVE UNIT 9,None,None,None,None,None,"People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-740-1623,None,None,None,None,Ontario Health; Toronto Public Health,210,2021-04-06,Etobicoke North,"{'type': 'MultiPoint', 'coordinates': [[-79.589313517, 43.75669264]]}"
197,446,SHOPPERS DRUG MART #854,Pharmacy Immunization Site,2550 FINCH AVE W,None,None,None,None,None,"People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-749-5271,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,211,2021-04-06,Humber River-Black Creek,"{'type': 'MultiPoint', 'coordinates': [[-79.560374485, 43.749024862]]}"
198,447,CANADA CHEMISTS,Pharmacy Immunization Site,1975 AVENUE ROAD,None,None,None,None,None,"Adults 25 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-440-8008,None,None,None,None,Ontario Health; Toronto Public Health,212,2021-04-14,Eglinton-Lawrence,"{'type': 'MultiPoint', 'coordinates': [[-79.419562346, 43.734787027]]}"
199,448,HEALTH CORNER PHARMACY,Pharmacy Immunization Site,3-2167 VICTORIA PARK AVE,None,None,None,None,None,"Adults 25 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-384-0707,None,None,None,None,Ontario Health; Toronto Public Health,213,2021-04-06,Scarborough Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.315139871, 43.758778536]]}"
200,449,HEALING ARTS PHARMACY,Pharmacy Immunization Site,113-170 THE DONWAY W,None,None,None,None,None,"Adults 25 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-444-2604,None,None,None,None,Ontario Health; Toronto Public Health,214,2021-04-06,Don Valley East,"{'type': 'MultiPoint', 'coordinates': [[-79.348043904, 43.735377559]]}"
201,450,DRUG STORE PHARMACY #4285,Pharmacy Immunization Site,25 PHOTOGRAPHY CIR,None,None,None,None,None,"Adults 25 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-763-1502,None,None,None,None,Ontario Health; Toronto Public Health,215,2021-04-06,York South-Weston,"{'type': 'MultiPoint', 'coordinates': [[-79.483767934, 43.686772181]]}"
202,451,PHARMA TRUST DRUG MART*,Pharmacy Immunization Site,1935 SHEPPARD AVE W,None,None,None,None,None,"Adults 25 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-743-3351,None,None,None,None,Ontario Health; Toronto Public Health,216,2021-04-06,York Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.511500101, 43.738836382]]}"
203,452,LAROSE PHARMACY,Pharmacy Immunization Site,140 LAROSE AVE,None,None,None,None,None,"People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-249-8600,None,None,None,None,Ontario Health; Toronto Public Health,217,2021-04-06,Etobicoke Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.523949826, 43.685625102]]}"
204,453,GLEN PARK PHARMACY*,Pharmacy Immunization Site,2920 DUFFERIN ST,None,None,None,None,None,"Adults 25 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-256-1111,None,None,None,None,Ontario Health; Toronto Public Health,218,2021-04-06,Eglinton-Lawrence,"{'type': 'MultiPoint', 'coordinates': [[-79.453862495, 43.708746567]]}"
205,420,Shoppers Drug Mart 1214,Pharmacy Immunization Site,1840 EGLINTON AVE W,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-256-6199,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,219,2021-03-18,Eglinton-Lawrence,"{'type': 'MultiPoint', 'coordinates': [[-79.450874008, 43.695808882]]}"
206,421,Shoppers Drug Mart 1320,Pharmacy Immunization Site,388 King Street West,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-597-6550,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,220,2021-03-18,Spadina-Fort York,"{'type': 'MultiPoint', 'coordinates': [[-79.392738641, 43.64632013]]}"
207,422,Shoppers Drug Mart 811,Pharmacy Immunization Site,2999 Kingston Rd.,None,None,None,None,"Monday: 9 a.m. to midnight, Tuesday: 9 a.m. to midnight, Wednesday: 9 a.m. to midnight, Thursday: 9 a.m. to midnight, Friday: 9 a.m. to midnight, Saturday: 9 a.m. to midnight, Sunday: 10 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-261-6114,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,221,2021-03-18,Scarborough Southwest,"{'type': 'MultiPoint', 'coordinates': [[-79.230971585, 43.725155934]]}"
208,423,Shoppers Drug Mart 820,Pharmacy Immunization Site,1084 Wilson Ave.,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 9 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-633-9884,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,222,2021-03-18,York Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.480845411, 43.728254536]]}"
209,424,Shoppers Drug Mart 871,Pharmacy Immunization Site,45 Overlea Blvd.,None,None,None,None,"Monday: 9 a.m. to midnight, Tuesday: 9 a.m. to midnight, Wednesday: 9 a.m. to midnight, Thursday: 9 a.m. to midnight, Friday: 9 a.m. to midnight, Saturday: 9 a.m. to midnight, Sunday: 10 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-421-5141,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,223,2021-03-18,Don Valley West,"{'type': 'MultiPoint', 'coordinates': [[-79.34625567, 43.705538116]]}"
210,425,Shoppers Drug Mart 829,Pharmacy Immunization Site,265 Port Union Rd.,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-284-9229,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,224,2021-03-18,Scarborough-Rouge Park,"{'type': 'MultiPoint', 'coordinates': [[-79.13950367, 43.788621397]]}"
211,426,Shoppers Drug Mart 813,Pharmacy Immunization Site,725 College St.,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-534-2375,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,225,2021-03-18,University-Rosedale,"{'type': 'MultiPoint', 'coordinates': [[-79.419091598, 43.65427804]]}"
212,427,Shoppers Drug Mart 1301,Pharmacy Immunization Site,5671 Steeles Ave. East,None,None,None,None,"Monday: 9 a.m. to midnight, Tuesday: 9 a.m. to midnight, Wednesday: 9 a.m. to midnight, Thursday: 9 a.m. to midnight, Friday: 9 a.m. to midnight, Saturday: 9 a.m. to midnight, Sunday: 10 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-292-2024,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,226,2021-03-18,Scarborough North,"{'type': 'MultiPoint', 'coordinates': [[-79.266187888, 43.832776635]]}"
213,428,Queen & University Rexall,Pharmacy Immunization Site,250 University Ave Unit 120,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-591-6493,None,None,None,https://www.rexall.ca,Ontario Health; Toronto Public Health,227,2021-03-18,Spadina-Fort York,"{'type': 'MultiPoint', 'coordinates': [[-79.387018614, 43.650413472]]}"
214,429,Shoppers Drug Mart 1388,Pharmacy Immunization Site,2330 Kennedy Rd.,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-299-3532,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,228,2021-03-18,Scarborough-Agincourt,"{'type': 'MultiPoint', 'coordinates': [[-79.28913, 43.784135226]]}"
215,430,Shoppers Drug Mart 877,Pharmacy Immunization Site,1859 Leslie St.,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-383-9599,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,229,2021-03-18,Don Valley East,"{'type': 'MultiPoint', 'coordinates': [[-79.359625179, 43.754567819]]}"
216,431,Shoppers Drug Mart 880,Pharmacy Immunization Site,1571 Sandhurst Circle,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-292-6602,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,230,2021-03-18,Scarborough North,"{'type': 'MultiPoint', 'coordinates': [[-79.269312074, 43.809220727]]}"
217,432,Shoppers Drug Mart 821,Pharmacy Immunization Site,770 Lawrence Ave. West,None,None,None,None,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-787-0238,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,231,2021-03-18,Eglinton-Lawrence,"{'type': 'MultiPoint', 'coordinates': [[-79.452373157, 43.715201537]]}"
218,433,Shoppers Drug Mart 863,Pharmacy Immunization Site,5230 DUNDAS ST. W.,None,None,None,None,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-233-3269,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,232,2021-03-18,Etobicoke-Lakeshore,"{'type': 'MultiPoint', 'coordinates': [[-79.538129106, 43.640261296]]}"
219,434,Shoppers Drug Mart 1281,Pharmacy Immunization Site,292 Dupont St.,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-972-0232,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,233,2021-03-18,University-Rosedale,"{'type': 'MultiPoint', 'coordinates': [[-79.407914053, 43.674934792]]}"
220,435,Shoppers Drug Mart 823,Pharmacy Immunization Site,970 Queen St. East,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-462-0062,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,234,2021-03-18,Toronto-Danforth,"{'type': 'MultiPoint', 'coordinates': [[-79.340473787, 43.661232463]]}"
221,436,Shoppers Drug Mart 1314,Pharmacy Immunization Site,1235 McCowan Rd.,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-412-1353,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,235,2021-03-18,Scarborough-Guildwood,"{'type': 'MultiPoint', 'coordinates': [[-79.251040766, 43.772890602]]}"
222,437,Shoppers Drug Mart 818,Pharmacy Immunization Site,759 Mount Pleasant Rd.,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-482-7100,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,236,2021-03-18,Don Valley West,"{'type': 'MultiPoint', 'coordinates': [[-79.38947868, 43.707775578]]}"
223,438,Eglinton/Bathurst Toronto Rexall,Pharmacy Immunization Site,901 Eglinton Avenue West,None,None,None,None,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-787-1344,None,None,None,https://www.rexall.ca,Ontario Health; Toronto Public Health,237,2021-03-18,Toronto-St. Paul's,"{'type': 'MultiPoint', 'coordinates': [[-79.427502596, 43.70047591]]}"
224,439,Shoppers Drug Mart 1287,Pharmacy Immunization Site,1500 Woodbine Ave.,None,None,None,None,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-429-2529,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,238,2021-03-18,Beaches-East York,"{'type': 'MultiPoint', 'coordinates': [[-79.319214533, 43.699241101]]}"
225,440,Shoppers Drug Mart 841,Pharmacy Immunization Site,2345 Yonge St.,None,None,None,None,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-487-5411,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,239,2021-03-18,Toronto-St. Paul's,"{'type': 'MultiPoint', 'coordinates': [[-79.397932854, 43.708950967]]}"
226,364,Shoppers Drug Mart 851,Pharmacy Immunization Site,85 Ellesmere Rd. Unit 31,None,None,None,None,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-444-8478,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,240,2021-03-18,Scarborough Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.31240742, 43.757087153]]}"
227,365,Shoppers Drug Mart 717,Pharmacy Immunization Site,2440 Dundas St. West,None,None,None,None,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 9 a.m.-8 p.m., Sunday: 9 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-536-0220,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,241,2021-03-18,Parkdale-High Park,"{'type': 'MultiPoint', 'coordinates': [[-79.452950297, 43.659111209]]}"
228,366,Shoppers Drug Mart #926,Pharmacy Immunization Site,1027 Yonge St,None,None,None,None,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-961-0155,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,242,2021-03-18,University-Rosedale,"{'type': 'MultiPoint', 'coordinates': [[-79.389515343, 43.677632819]]}"
229,367,"Hullmark, Toronto Rexall",Pharmacy Immunization Site,"4789 Yonge Street, Unit#2",None,None,None,None,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-733-0161,None,None,None,https://www.rexall.ca,Ontario Health; Toronto Public Health,243,2021-03-18,Willowdale,"{'type': 'MultiPoint', 'coordinates': [[-79.410160491, 43.761337471]]}"
230,368,Shoppers Drug Mart 1288,Pharmacy Immunization Site,761 King St. West,None,None,None,None,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-306-0311,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,244,2021-03-18,Spadina-Fort York,"{'type': 'MultiPoint', 'coordinates': [[-79.405848715, 43.643053551]]}"
231,369,Commerce Court Toronto Rexall,Pharmacy Immunization Site,"199 Bay Street, Unit C186, P.O. Box 197",None,None,None,None,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: Closed, Sunday: Closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-365-0972,None,None,None,https://www.rexall.ca,Ontario Health; Toronto Public Health,245,2021-03-18,Toronto Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.37956192, 43.648226017]]}"
232,370,Shoppers Drug Mart 1402,Pharmacy Immunization Site,279 Yonge St.,None,None,None,None,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-591-1733,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,246,2021-03-18,Toronto Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.380392172, 43.655591692]]}"
