EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,EVENT START DATE,COMMENTS,FATALITIES,INJURED / INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY - PEOPLE AFFECTED,MAGNITUDE,SIMPLIFIED_COMMENTS
Disaster,Natural,Meteorological - Hydrological,Flood,Fort McMurray AB,7/30/2016 12:00:00 AM,"Fort McMurray AB, July 30-31 2016. Only weeks after the devastating wildfire that swept through the Regional Municipality of Wood Buffalo, the city of Fort McMurray was struck by a flash flood, which caused damages to personal property as well as disrupted local traffic and recovery efforts. On July 31, Fort McMurray received up to 85 mm of rain, which caused significant damages to approximately 41 homes. The flood occurred at a time when Fort McMurray was undergoing recovery efforts in response to the May wildfires that caused the evacuation of the entire city. The flash flood also caused road closures and knocked out power to traffic lights.",,,,462528000.0,21613457.9,7/31/2016 12:00:00 AM,,,,,,462528000.0,,,,"Fort McMurray AB, July 30-31 2016. Only weeks after the devastating wildfire that swept through the Regional Municipality of Wood Buffalo, the city of Fort McMurray was struck by a flash flood, which caused damages to personal property as well as disrupted local traffic and recovery efforts"
Disaster,Natural,Meteorological - Hydrological,Tornado,Long Plain First Nation MB,7/20/2016 12:00:00 AM,"Long Plain First Nation MB, July 20, 2016. An EF1 tornado touch downed in the community of Long Plain First Nation leaving a trail of destruction. The tornado that resulted from the upper-level low system that swept across the prairies uprooted trees and caused extensive property damage. In total, the tornado severely damaged 57 homes, while another 150 homes sustained moderate damages. In addition, the tornado caused damages to the Dakota Ojibway Police Service’s communications equipment. Approximately 600 residents were displaced from their homes and relocated to Winnipeg where they stayed in emergency accommodations. The storm system that accompanied the tornado downed hydro lines and poles, resulting in power outages. Over 18,000 Hydro customers (approximately 54,000 individuals) in Manitoba were without power. In Long Plain and surrounding areas, roughly 6,500 Hydro customers (approximately 19,500 individuals) lost power.",,,600.0,0.0,0.0,7/20/2016 12:00:00 AM,,,,,,,,54000.0,,"Long Plain First Nation MB, July 20, 2016. An EF1 tornado touch downed in the community of Long Plain First Nation leaving a trail of destruction"
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Prairie Provinces,7/18/2016 12:00:00 AM,"Prairie Provinces, July 18-20, 2016. Southern regions of the Prairie provinces were overwhelmed by severe storms after weeks of bad weather. A storm system entered northward into southern Alberta where isolated thunderstorms developed along the Alberta foothills. On June 18, the storm eventually grew larger impacting Calgary, Medicine Hat and Dunmore with hail, heavy rain and strong winds as well as tornado warnings. On June 19, the storm system moved across Saskatchewan and Manitoba producing hail and prompting even more tornado warnings. In Saskatchewan, near softball sized hail pelted Stewart Valley and Davison, where a tornado briefly touched down resulting in minimal damages. Parts of southern Manitoba received less severe hail, however a more severe tornado touched down in Long Plain First Nation where there was extensive damages.",,,,102739000.0,4800887.9,7/20/2016 12:00:00 AM,,,,,,102739000.0,,,,"Prairie Provinces, July 18-20, 2016. Southern regions of the Prairie provinces were overwhelmed by severe storms after weeks of bad weather"
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Alberta and Saskatchewan,7/15/2016 12:00:00 AM,"Alberta and Saskatchewan, July 15-16, 2016. A storm system caused hail, heavy rain and flash flooding in parts of southern Alberta and southern Saskatchewan. On July 15, Lethbridge, Alberta was impacted by hail, while Calgary and Arbour Lake experienced localized flooding. On July 16, a torrential down pour consisting of 60 mm of rain in less than one hour hit the town of Swift Current, Saskatchewan, which caused flash flooding. In Alberta the hail damaged the roofs of homes, broke windows and dented vehicles. In Swift Current, flash flooding overwhelmed the city’s storm water system, which resulted in flooded basements and submerged vehicles.",,,,70468000.0,3292897.2,7/16/2016 12:00:00 AM,,,,,,70468000.0,,,,"Alberta and Saskatchewan, July 15-16, 2016. A storm system caused hail, heavy rain and flash flooding in parts of southern Alberta and southern Saskatchewan"
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Ontario,7/8/2016 12:00:00 AM,"Southern Ontario, July 8, 2016. A cold front produced severe thunderstorms across southern Ontario. Multiple severe storms caused hail to fall in Markdale and Flesherton before moving east into Midland and Bradford. Heavy rain, strong winds and lighting were experienced in London, Whitby and Ajax, where it rained over 35 mm. Strong wind gusts of over 100 km/h were reported in areas north of the Greater Toronto Area (GTA). The strong winds downed trees and power lines resulting in power outages that affected over 39,000 Hydro One customers (approximately 117,000 individuals). Additionally, hail caused significant crop damage to over 2000 acres of crop land in the Holland Marsh area.",,,,47063000.0,2199205.6,7/8/2016 12:00:00 AM,,,,,,47063000.0,,117000.0,,"Southern Ontario, July 8, 2016. A cold front produced severe thunderstorms across southern Ontario"
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Prairie Provinces,7/8/2016 12:00:00 AM,"Prairie Provinces, July 8-11, 2016. Severe storms swept through the Prairies from July 8 to 11. On July 8, storms in Alberta impacted Edmonton, Calgary and Redwater where hail and heavy rain resulted in flash flooding. On July 10, the bad weather continued into Saskatchewan where 130 mm of rain fell causing significant flooding in Estevan prompting the declaration of a local state of emergency. There were also reports of numerous funnel clouds in Saskatchewan, including in Battleford and in Humboldt, where a small tornado briefly touched down for roughly 20 seconds. On July 11, the tail end of the storm system moved into Manitoba where some communities received up to 88.9 mm of rain, including Liyodminster, Yorktown, Humboldt and Watrous. The severe thunderstorms that swept through the Prairies resulted in property damage from hail and infrastructure damage from heavy rain, strong winds and lighting, including in Manitoba where wind gusts of over 100 km/h caused power outages due to fallen trees.",,,,54252000.0,2535140.2,7/11/2016 12:00:00 AM,,,,,,54252000.0,,,,"Prairie Provinces, July 8-11, 2016. Severe storms swept through the Prairies from July 8 to 11"
Disaster,Natural,Meteorological - Hydrological,Wildfire,Burns Bog BC,7/3/2016 12:00:00 AM,"Burns Bog BC, July 3-6, 2016. A wildfire 78 hectares in size burned in the Burns Bog Delta Nature Reserve, located near Surrey British Columbia. The fire prompted a local state of emergency due to its proximity to suburban residential streets and an industrial complex. Delta’s Tilbury Industrial Park, which is comprised of 25 commercial businesses, was evacuated on July 3 and workers were unable to return until July 6. A section of Highway 17, from Highway 99 to the Highway 91 connector, temporarily closed as the fire burned dangerously close to the road. Burns Bog is the largest raised peat bog and the largest undeveloped urban land mass in the North American west coast. Officials predict that it could take up to a century for the bog to be completely restored.",,,,0.0,0.0,7/6/2016 12:00:00 AM,,,,,,,,,,"Burns Bog BC, July 3-6, 2016. A wildfire 78 hectares in size burned in the Burns Bog Delta Nature Reserve, located near Surrey British Columbia"
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Prairie Provinces,6/28/2016 12:00:00 AM,"Prairie Provinces, June 28-30, 2016. Multiple thunderstorms hit Alberta, Saskatchewan and Manitoba as a warm front moved into the prairies. On June 28, severe thunderstorms formed in Alberta, where Okotoks received 30 cm of hail, Edmonton received up to 75 mm of rain and Calgary was hit by strong winds and lighting that caused trees and two houses to catch fire. On June 29, the storm began to move into southern Saskatchewan and southern Manitoba where hail and heavy rain accompanied by strong winds caused localized flooding. Alberta experienced more bad weather on June 30, where Calgary was impacted by hail, Taber and Strathmore experienced flooding and an EF0 tornado touched down in Ponoka.",,,,89083000.0,4162757.0,6/30/2016 12:00:00 AM,,,,,,89083000.0,,,,"Prairie Provinces, June 28-30, 2016. Multiple thunderstorms hit Alberta, Saskatchewan and Manitoba as a warm front moved into the prairies"
Disaster,Natural,Meteorological - Hydrological,Flood,Kenora ON,6/27/2016 12:00:00 AM,"Kenora ON, June 27-28, 2016. Two states of emergency were declared in Kenora due to flooding that resulted in over 20 roads experiencing moderate to extensive damages. On June 27, the first state of emergency was declared after Kenora received more than 109 mm of rain over a two-day period. The main road into the city, Veterans Drive, was completely washed out and subsequently closed. A second state of emergency was declared on June 28.",,,,0.0,0.0,6/28/2016 12:00:00 AM,,,,,,,,,,"Kenora ON, June 27-28, 2016. Two states of emergency were declared in Kenora due to flooding that resulted in over 20 roads experiencing moderate to extensive damages"
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,"Alberta, Saskatchewan, Manitoba and Ontario",6/24/2016 12:00:00 AM,"Alberta, Saskatchewan, Manitoba and Ontario, June 24-25, 2016. A large storm system caused bad weather throughout the Prairies and parts of northern Ontario. On June 24, widespread and severe thunderstorms caused heavy rain, strong winds, hail and lighting in southern Saskatchewan, while southern Manitoba experienced hail, wind gusts of up to 124 km/h and up to 138 mm of rain. In parts of southern Saskatchewan and Manitoba powerful winds uprooted trees and downed power lines, while flooding caused damages to roads, homes and businesses. In Manitoba, a voluntary evacuation was issued for the communities of Caddy Lake and Whiteshell due to flooding. On June 25, the storm system moved into northern Ontario where it caused significant flooding in Thunder Bay, which received 50 mm of rain in three hours.",,,,35523000.0,1659953.3,6/25/2016 12:00:00 AM,,,,,,35523000.0,,,,"Alberta, Saskatchewan, Manitoba and Ontario, June 24-25, 2016. A large storm system caused bad weather throughout the Prairies and parts of northern Ontario"
Disaster,Natural,Meteorological - Hydrological,Wildfire,Easterville and Chemawawin MB,6/23/2016 12:00:00 AM,"Easterville and Chemanwawin MB, June 23-27, 2016. Evacuation orders were issued for the communities of Easterville and Chemanwawin Cree Nation, located 450 kilometres north of Winnipeg, due to smoke and the threat of a wildfire that came within half a kilometre of the two communities. There were three fires burning in the area at the time. The fire closest to Easterville and Chemanwawin reached a peak size of 350 hectares. Two water bombers, four bulldozers and seven ground crews kept the fire from reaching the communities. Approximately 2000 people from Chemawawin were evacuated and brought to Winnipeg and approximately 70 people from Easterville were evacuated and brought to The Pas. The Canadian Red Cross along with the help of the Indigenous and Municipal Relations (IMR) assisted with the coordination of the evacuation.",,,2070.0,0.0,0.0,6/27/2016 12:00:00 AM,,,,,,,,,,"Easterville and Chemanwawin MB, June 23-27, 2016. Evacuation orders were issued for the communities of Easterville and Chemanwawin Cree Nation, located 450 kilometres north of Winnipeg, due to smoke and the threat of a wildfire that came within half a kilometre of the two communities"
Disaster,Natural,Meteorological - Hydrological,Flood,Northeastern British Columbia,6/15/2016 12:00:00 AM,"Northeastern British Columbia, June 15-17, 2016. Heavy rainfall throughout the Peace River region in northeastern British Columbia caused flooding in several communities. The district of Chetwynd declared a local state of emergency on June 15 after Chetwynd had received a total of 134.8 mm of rain over a two-day period. A section of Highway 97, the only route that connects the region of Peace River to the rest of the province, was closed due to flooding. The hardest hit by the flooding was the city of Dawson Creek where up to 98.6 mm of rain fell over a two-day period. In Dawson Creek, 60 people evacuated their homes due to flood waters that damaged approximately 400 homes, destroyed one bridge and submerged two others. The flooding in Dawson Creek cut the city in half, leaving residents in the south end of the city without power as well as separating the hospital from the fire hall, which created a challenge for emergency responders. In total, over 2000 homes and businesses (approximately 6000 individuals) were without power throughout the Peace River region as of June 15.",,,60.0,65132000.0,3043551.4,6/17/2016 12:00:00 AM,65132000.0,,,,,,,6000.0,,"Northeastern British Columbia, June 15-17, 2016. Heavy rainfall throughout the Peace River region in northeastern British Columbia caused flooding in several communities"
Disaster,Natural,Meteorological - Hydrological,Wildfire,Fort McMurray AB,4/30/2016 12:00:00 AM,"Fort McMurray AB, April 30 to June 1, 2016. In May 2016, wildfires broke out in northern Alberta resulting in the most expensive natural disaster in the history of Canada. The city of Fort McMurray, located in the heart of the Athabasca oil sands, was hit by a massive system of wildfires that swept through the Regional Municipality of Wood Buffalo. The first wildfire was discovered on April 30, north of Fort McMurray. The Regional Municipality declared a local state of emergency and a mandatory evacuation order for Centennial Park on May 1 as well as another evacuation order for Prairie Creek and Centennial Trailer Park on May 2. The Fort McMurray fire grew rapidly due to hot and dry weather conditions, doubling in size to 2,656 hectares in a manner of hours. On May 3, the wildfire intensified and crossed over Highway 63, cutting off the route to evacuees, prompting the Athabasca Chipewyan First Nation to declare a state of local emergency and a mandatory evacuation order for Fort McMurray’s Lower Townsite and downtown area, which included the communities of Gregoire, Beacon Hill, Abasand, Waterways, Draper, Saline Creek, Grayling Terrace, Thickwood, Wood Buffalo and Dickinsfield. Later in the day the entire city of Fort McMurray was under a mandatory evacuation order. During the evacuations two people were killed in a car crash. On May 4, the Alberta government declared a provincial state of emergency. The Fort McMurray fire quickly grew to 85,000 hectares as the wildfire spread further north and east eventually passing through Fort McMurray. Evacuees that fled north of Fort McMurray had to be air lifted to safety. Some evacuees were taken to Lac La Biche, while the majority where sent to Edmonton and Calgary. On May 10, two of the main Fort McMurray fires joined together and formed a massive blaze of 229,000 hectares. On May 16, all workers in work camps and oil sand operations north of Fort McMurray were forced to move south as the wildfire spread further north. Residents of Fort McMurray were allowed to return home on June 1. In total, the Fort McMurray fires burned approximately 579,767 hectares of land causing the evacuation of over 90,000 people and destroyed 2,400 homes and business, including 530 other buildings that were damaged. At its peak, there were over 2000 firefighters working the fires daily, including helicopters and water bombers. In addition, firefighters received help from 200 firefighters from the United States, 60 from Mexico and 298 from South Africa. Firefighters and emergency response personnel received help from the Canadian Red Cross who assisted with evacuation efforts.",2.0,,90000.0,4068678000.0,190125140.2,6/1/2016 12:00:00 AM,468678000.0,,,,,3600000000.0,,,,"Fort McMurray AB, April 30 to June 1, 2016. In May 2016, wildfires broke out in northern Alberta resulting in the most expensive natural disaster in the history of Canada"
Disaster,Natural,Meteorological - Hydrological,Flood,Kashechewan First Nation ON,4/27/2016 12:00:00 AM,"Kashechewan First Nation ON, April 27-30, 2016. The chief of Kashechewan First Nation declared a state of emergency on April 27 due to annual spring ice break up, snowmelt and subsequent run off in the James Bay coast. In total, 1,207 residents out of the 1,600 residents who live in the northern Ontario reserve evacuated their homes in multiple stages of evacuations that took place from April 29-30. Evacuees were taken to Kapuskasing and Thunder bay.",,,1207.0,0.0,0.0,4/30/2016 12:00:00 AM,,,,,,,,,,"Kashechewan First Nation ON, April 27-30, 2016. The chief of Kashechewan First Nation declared a state of emergency on April 27 due to annual spring ice break up, snowmelt and subsequent run off in the James Bay coast"
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Paul First Nation, AB",4/18/2016 12:00:00 AM,"Paul First Nation, AB, April 18-21, 2016. A state of emergency was issued for the Paul First Nation community located on Lake Wabumun, 70 km west of Edmonton. A large wildfire burned dangerously close to the community threatening 21 homes in the northeast corner of the reserve. The wildfire that destroyed one home forced the evacuation of 164 people outside the community of 1,100 residents. Wildfires burning around Edmonton destroyed two homes, injured two firefighters and destroyed one fire truck.",,2.0,164.0,0.0,0.0,4/21/2016 12:00:00 AM,,,,,,,,,,"Paul First Nation, AB, April 18-21, 2016. A state of emergency was issued for the Paul First Nation community located on Lake Wabumun, 70 km west of Edmonton"
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Nova Scotia,4/5/2016 12:00:00 AM,"Nova Scotia, April 5, 2016. Several powers outages stretching from Annapolis Valley to Cape Breton resulted in up to 11,000 homes and businesses (approximately 33,000 individuals) being without power. The power outages were caused by strong winds and heavy rain that pushed trees onto power lines. The impacted areas included Coldbrook, Tatamagouche, Antigonish and Cheticamp. Many schools and businesses were closed due to the power outages and the Tancook Island Ferry service was shut down temporarily because of strong winds.",,,,0.0,0.0,4/5/2016 12:00:00 AM,,,,,,,,33000.0,,"Nova Scotia, April 5, 2016. Several powers outages stretching from Annapolis Valley to Cape Breton resulted in up to 11,000 homes and businesses (approximately 33,000 individuals) being without power"
Disaster,Natural,Geological,Landslide,Horton ON,3/28/2016 12:00:00 AM,"Horton ON, March 28-29, 2016. A 10 hectare landslide in the township of Horton slid into the Bonnechere River near Renfrew Ontario. The landslide congested the river with trees and debris causing a blockage, which resulted in flooding of up to seven metres. The flood water destroyed a cottage and a hunting camp as well as caused damage to the Renfrew Sewage Plant and Hydroelectric Plant.",,,,0.0,0.0,3/29/2016 12:00:00 AM,,,,,,,,,,"Horton ON, March 28-29, 2016. A 10 hectare landslide in the township of Horton slid into the Bonnechere River near Renfrew Ontario"
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Ontario,3/23/2016 12:00:00 AM,"Southern Ontario, March 23-26, 2016. A warm front over southern Ontario caused snow, rain and freezing rain to fall over a three-day period. The wet weather began as snow for many regions in the Greater Toronto Area (GTA), and then briefly turned into rain before freezing rain occurred overnight. On March 24, freezing rain impacted regions west of Toronto and the GTA. Highly elevated areas including the Niagara escarpment, Dundalk Highlands and parts of the GTA received 24 hours of freezing rain. Freezing rain occurred throughout southern Ontario until March 26, leaving several communities with significant ice accumulation including 35 mm in Fergus, 33 mm in Orangeville, 20 mm Brampton and Newmarket as well as 10 mm north of Barrie and Toronto. The freezing rain caused damages to personal property and municipal infrastructure due to the significant ice buildup. Downed trees destroyed power lines and caused damages to homes, outbuildings and vehicles. Approximately 100,000 hydro customers (300,000 individuals) were without power during the storm. Additionally, the storm caused the cancelation of in-going and out-going flights at the Toronto Pearson International Airport and Billy Bishop Toronto City Airport as well as resulted in the closure and cancelation of schools and municipal busses.",,,,27379000.0,1279392.5,3/26/2016 12:00:00 AM,,,,,,27379000.0,,300000.0,,"Southern Ontario, March 23-26, 2016. A warm front over southern Ontario caused snow, rain and freezing rain to fall over a three-day period"
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,South Coast and Lower Mainland British Columbia,3/9/2016 12:00:00 AM,"South Coast and Lower Mainland British Columbia, March 9-10, 2016. A storm system off the coast of British Columbia generated a windstorm that impacted Vancouver Island, the southwest coast and the lower mainland. The storm produced up to 100 mm of rain and wind gusts of over 100 km/h in some parts. Heavy rainfall caused localized flooding in Comox Valley, Port Mellon and Port Alberni as well as caused a mudslide in Cowichan Valley. Strong winds and high tide contributed towards a storm surge that accompanied the storm, causing coastal flooding in Delta, Richmond and White Rock. The strong winds were attributed for causing the most significant damages including fallen trees that downed power lines, resulting in 160,000 BC Hydro customer (approximately 480,000 individuals) being without power. Due to the power outages, 11 schools in Surrey, five in Abbotsford and five in Mission were closed. The powerful winds also damaged roofs, broke windows and even flipped over a Cessna aircraft. In addition, one individual in Port Moody was killed when a tree crashed through the roof of her home while she was inside.",1.0,,,0.0,0.0,3/10/2016 12:00:00 AM,,,,,,,,480000.0,,"South Coast and Lower Mainland British Columbia, March 9-10, 2016. A storm system off the coast of British Columbia generated a windstorm that impacted Vancouver Island, the southwest coast and the lower mainland"
Disaster,Natural,Meteorological - Hydrological,Winter Storm,"Ontario, Quebec, New Brunswick, Nove Scotia, Prince Edward Island and Newfoundland",2/24/2016 12:00:00 AM,"Ontario, Quebec, New Brunswick, Nove Scotia, Prince Edward Island and Newfoundland, February 24-26, 2016. A storm system tracked its way northeast into the Great Lakes from the United States in late February. The system moved towards eastern Canada, causing widespread damages to Ontario, Quebec, New Brunswick, Nova Scotia, Prince Edward Island and Newfoundland. On February 24, freezing rain caused up to 25 mm of ice accumulation to build in parts of Ontario, Quebec and New Brunswick. On February 25, Quebec and New Brunswick experienced several hours of continued freezing rain. Heavy rain and thunderstorms trailed behind the freezing rain resulting in total rainfalls of 51 mm in Hamilton, Ontario, 36 mm in Lennoxville, Quebec and 68 mm in Gray River, Newfoundland. A combination of rain and mild weather that melted ice and snow resulted in localized flooding for numerous communities. Flooded basements were reported in Cornwall, Ontario, multiple underpasses were closed due to flooding in Montreal, Quebec, while local fire departments in northern New Brunswick warned drivers of poor road conditions due to ice ruts and isolated flooding. Multiple local states of emergency were declared in the Eastern Townships of Quebec where ice breakup resulted in the flooding of local rivers. Approximately 200 residents were evacuated and over 50 homes in Beauceville, Quebec were damaged by floodwaters. Fallen trees weighed down by the heavy ice and snow damaged power lines resulting in widespread power outages. Quebec was hit the hardest with over 250,000 hydro customers (approximately 750,000 individuals) affected by the power outages.",,,200.0,0.0,0.0,2/26/2016 12:00:00 AM,,,,,,,,750000.0,,"Ontario, Quebec, New Brunswick, Nove Scotia, Prince Edward Island and Newfoundland, February 24-26, 2016. A storm system tracked its way northeast into the Great Lakes from the United States in late February"
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Lower Mainland British Columbia,8/29/2015 12:00:00 AM,"Lower Mainland British Columbia, August 29, 2015. One of the worst windstorms to affect the province in decades hit British Columbia’s Lower Mainland. The most affected areas included Surrey, Richmond, Abbotsford and the Western Fraser Valley. On Saturna Island, wind gusts were report to reached 117 km/h. The powerful winds subsequently fell hundreds of trees, which damaged homes, vehicles and power lines. In total, approximately 500,000 customers (1,500,000 individuals) lost power due to damaged power lines. Some areas lost power temporarily, while others were without power for over three days. Fallen trees caused damages to residential and commercial property. Debris and traffic light outages created severe traffic congestion. There were numerous reports of an undetermined number of people being injured due to fallen trees and debris. One individual was critically injured and taken to the hospital after a tree fell on her while she was outside with her daughter. Additionally, a Vancouver Sky Train was damaged by a fallen tree resulting in service delays. The strong winds that fell hundreds of trees also caused the closure of Stanley Park, Pacific National Exhibition (PNE) and ferry crossings.",,1.0,,34768000.0,1647772.5,8/29/2015 12:00:00 AM,,,,,,34768000.0,,1500000.0,,"Lower Mainland British Columbia, August 29, 2015. One of the worst windstorms to affect the province in decades hit British Columbia’s Lower Mainland"
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Alberta,8/4/2015 12:00:00 AM,"Southern Alberta, August 4-5, 2015. A severe thunderstorm warning was in place for much of southern Alberta including tornado warnings. On August 4, a storm cell that produced low to moderate levels of hail formed in the Elbow valley and later moved into the northern regions of Calgary just as a second storm cell headed towards the southern region of the city. Both storm cells formed one large storm system that hit the Calgary area with severe hail. As the storm system move out of Calgary, the village of Standard was impacted by small hail and there were reports of a tornado sighting in Langdon that caused minimal damages. On August 05, the Calgary area was hit again by bad weather. In Calgary there was significant rainfall and wind gusts of up to 78 km/h. Flooding occurred in the city where it had rained up to 100 mm since the previous storm. Over all, both storms produced strong winds that caused damages to the roofs of apartment buildings and residential homes. Approximately 35,000 customers (105,000 individuals) lost power due to damaged power lines from fallen trees. Heavy rain and hail also caused flooding that submerged basements, vehicles and underpasses.",,,,167236000.0,7925876.8,8/5/2015 12:00:00 AM,,,,,,167236000.0,,105000.0,,"Southern Alberta, August 4-5, 2015. A severe thunderstorm warning was in place for much of southern Alberta including tornado warnings"
Disaster,Natural,Meteorological - Hydrological,Tornado,Southern Ontario,8/2/2015 12:00:00 AM,"Southern Ontario, August 2-3, 2015. Southern Ontario was struck by three confirmed tornados, two EF2 tornadoes and an EF1 tornado, along with an EF1 downburst and one other unconfirmed tornado sighting. An EF2 tornado touched down in the small town of Teviotdale located 60 kilometres north of Waterloo and another touched down in Lebanon. Wind gusts were reported between 180 to 220 km/h in some areas. The tornado that struck Lebanon caused only minimal damages, however the tornado in Teviotdale left a nine kilometre trail of damage, which downed power lines, destroyed two homes and damaged several other homes and vehicles. The EF1 tornado in Marsville also caused only minimal damages, mostly to trees. In addition, there was a confirmed EF1 downburst in Utica that caused damages to a local Green Tractors John Deere Dealership as well as an unconfirmed tornado in Proton Station that collapsed a tent sending six people to the hospital. Approximately 50,000 hydro customers (150,000 individuals) in southwest Ontario were left without power due to the severe supercell system that caused the tornadoes to form. Residents in several communities throughout southern Ontario experienced strong winds, rain and hail after the tornadoes touched down as a second system moved into the region later in the evening.",,6.0,,0.0,0.0,8/3/2015 12:00:00 AM,,,,,,,,150000.0,,"Southern Ontario, August 2-3, 2015. Southern Ontario was struck by three confirmed tornados, two EF2 tornadoes and an EF1 tornado, along with an EF1 downburst and one other unconfirmed tornado sighting"
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Alberta and Saskatchewan,7/22/2015 12:00:00 AM,"Alberta and Saskatchewan, July 22, 2015. Severe thunderstorms affected the southern Alberta region before moving into Saskatchewan. A storm system southwest of Calgary produced a small tornado that touched down in the Tsuu T’ina Nation at 12:53 MTZ as well as multiple funnel clouds, which were spotted in the Calgary area. The impact of the tornado was minimal, however the proximity of the tornado to a highly populated area like Calgary created an extremely high level of risk. Southern areas of Calgary including Canyon Meadows and Lake Bonavista were hit with large hail and as the storm moved east, Hussar, Patricia and Strathmore were impacted by strong wind gusts that downed trees over power lines resulting in localized power outages. A severe thunderstorm warning was in effect at the time meaning that wind gusts exceeded 90 km/h and hail was greater than two cm. The storm later reached Saskatchewan where the town of Kerrobert was hit with severe hail, prompting a state of emergency to be declared. Other communities in Saskatchewan such as Anglin Lake, Francis, Sedley and Regina were impacted by strong winds, heavy rain, hail and lighting. Golf-ball sized hail caused the most significant damages during the storm, including damages to roofs, windows and vehicles.",,,,45676000.0,2164739.3,7/22/2015 12:00:00 AM,,,,,,45676000.0,,,,"Alberta and Saskatchewan, July 22, 2015. Severe thunderstorms affected the southern Alberta region before moving into Saskatchewan"
Disaster,Natural,Meteorological - Hydrological,Flood,Chestermere AB,7/12/2015 12:00:00 AM,"Chestermere AB, July 12, 2015. Flooding occurred in the town of Chestermere were it rain 223 mm in only a few hours. The huge amount of rain that fell on the town resulted in overland flooding. In Chestermere, the basements of approximately 300 homes were flooded due to overland flooding, sewer backups or sump pump failure. In some cases, water levels of up to eight feet were reported in residential basements. In addition, vehicles in the street were nearly submerged in water. Lighting accompanied by the storm caused power outages that affected approximately 20,000 people. The power outages are believed to have led to the severity of basement flooding.",,,,0.0,0.0,7/12/2015 12:00:00 AM,,,,,,,,20000.0,,"Chestermere AB, July 12, 2015. Flooding occurred in the town of Chestermere were it rain 223 mm in only a few hours"
Disaster,Natural,Meteorological - Hydrological,Wildfire,Northern Saskatchewan,7/1/2015 12:00:00 AM,"Northern Saskatchewan, July 1-18, 2015. The 2015 wildfire season in Saskatchewan featured an unprecedented number of wildfires that consequently caused the biggest fire evacuation effort in Saskatchewan’s history to date. More than 13,000 people from 54 different communities had to be evacuated from their homes in Northern Saskatchewan due to over 720 wildfires that burned nearly 1.8 million hectares of land. The two most severely impacted communities were La Ronge and Montreal Lake. Approximately 7,900 residents of La Ronge Indian Band were forced to evacuate, while in Montreal Lake approximately 1,500 residents evacuated due to several wildfires that destroyed six buildings in the area. Up to 1,500 members of the Canadian Armed Forces were sent to the La Ronge area to assist firefighters.",,,13000.0,92191000.0,4369241.7,7/18/2015 12:00:00 AM,92191000.0,,,,,,,,,"Northern Saskatchewan, July 1-18, 2015. The 2015 wildfire season in Saskatchewan featured an unprecedented number of wildfires that consequently caused the biggest fire evacuation effort in Saskatchewan’s history to date"
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Ontario,6/22/2015 12:00:00 AM,"Southern Ontario, June 22-23, 2015. A cold front that swept through southern Ontario after a warm low pressure system created severe isolated thunderstorms that brought intense lightening, heavy rain and strong winds. Heavy rainfall caused flooding in London, where there was up to 48 mm of rain and in Toronto, where the Toronto Pearson International Airport recorded 110 mm. Flooding in London overwhelmed the sewage system as well as caused damages to residential and commercial properties due to basement flooding. In Toronto, flooding caused road closures and delayed Go Transit. Strong winds and lighting downed trees, which caused damages to homes and power lines. Approximately 100,000 Hydro One customers (300,000 individuals) were without power during the storm.",,,,29188000.0,1383317.5,6/23/2015 12:00:00 AM,,,,,,29188000.0,,300000.0,,"Southern Ontario, June 22-23, 2015. A cold front that swept through southern Ontario after a warm low pressure system created severe isolated thunderstorms that brought intense lightening, heavy rain and strong winds"
